query_name,true_object,is_known,pred_object,best_score,second_score,margin,ranked_ids,top1_correct_known,top3_correct_known,unknown_correct,overall_correct
img_001.JPG,object_066,True,object_072,0.7127765119075775,0.584490567445755,0.1282859444618225,"['object_072', 'object_071', 'object_068', 'object_069', 'object_067']",False,False,False,False
img_002.JPG,object_060,True,object_060,0.7835604250431061,0.6705728024244308,0.11298762261867523,"['object_060', 'object_001', 'object_002', 'object_073', 'object_018']",True,True,False,True
img_003.JPG,,False,object_001,0.7130661606788635,0.6912504583597183,0.021815702319145203,"['object_001', 'object_002', 'object_060', 'object_003', 'object_061']",False,False,False,False
img_004.JPG,object_007,True,object_001,0.7233720570802689,0.6830969154834747,0.04027514159679413,"['object_001', 'object_002', 'object_060', 'object_003', 'object_005']",False,False,False,False
img_005.JPG,,False,,0.8049313575029373,0.8036186397075653,0.0013127177953720093,"['object_001', 'object_002', 'object_060', 'object_003', 'object_055']",False,False,True,True
img_006.JPG,object_034,True,,0.5554308742284775,0.5405595600605011,0.01487131416797638,"['object_034', 'object_003', 'object_033', 'object_002', 'object_001']",True,True,False,False
img_007.JPG,object_033,True,,0.5236842632293701,0.521807923913002,0.001876339316368103,"['object_069', 'object_032', 'object_033', 'object_068', 'object_063']",False,True,False,False
img_008.JPG,object_018,True,object_014,0.8254788741469383,0.7301260232925415,0.09535285085439682,"['object_014', 'object_021', 'object_015', 'object_023', 'object_012']",False,False,False,False
img_009.JPG,object_017,True,object_055,0.7841576337814331,0.7676382064819336,0.01651942729949951,"['object_055', 'object_001', 'object_002', 'object_017', 'object_015']",False,False,False,False
img_010.JPG,object_062,True,,0.8550892770290375,0.8518438637256622,0.003245413303375244,"['object_060', 'object_042', 'object_002', 'object_055', 'object_018']",False,False,False,False
img_011.JPG,object_018,True,,0.8099829256534576,0.8074367344379425,0.0025461912155151367,"['object_060', 'object_018', 'object_005', 'object_002', 'object_024']",False,True,False,False
img_012.JPG,object_044,True,,0.7377414107322693,0.7238163352012634,0.01392507553100586,"['object_048', 'object_062', 'object_055', 'object_056', 'object_007']",False,False,False,False
img_013.JPG,object_043,True,object_043,0.8140139430761337,0.7967825829982758,0.01723136007785797,"['object_043', 'object_060', 'object_006', 'object_042', 'object_048']",True,True,False,True
img_014.JPG,object_046,True,object_019,0.7634341046214104,0.7483286559581757,0.01510544866323471,"['object_019', 'object_045', 'object_054', 'object_001', 'object_055']",False,False,False,False
img_015.JPG,object_049,True,,0.7200969457626343,0.7193578034639359,0.0007391422986984253,"['object_055', 'object_001', 'object_054', 'object_019', 'object_002']",False,False,False,False
img_016.JPG,object_048,True,,0.7514168620109558,0.745109960436821,0.006306901574134827,"['object_055', 'object_048', 'object_012', 'object_002', 'object_007']",False,True,False,False
img_017.JPG,object_050,True,object_056,0.6653202176094055,0.6307070702314377,0.034613147377967834,"['object_056', 'object_019', 'object_001', 'object_022', 'object_073']",False,False,False,False
img_018.JPG,object_020,True,,0.697277843952179,0.6920080631971359,0.00526978075504303,"['object_022', 'object_019', 'object_023', 'object_020', 'object_018']",False,False,False,False
img_019.JPG,object_051,True,object_051,0.8292927742004395,0.7662919908761978,0.06300078332424164,"['object_051', 'object_055', 'object_012', 'object_025', 'object_048']",True,True,False,True
img_020.JPG,object_022,True,object_022,0.8426383100450039,0.8253051191568375,0.017333190888166428,"['object_022', 'object_015', 'object_061', 'object_005', 'object_040']",True,True,False,True
img_021.JPG,object_054,True,,0.7080332636833191,0.6995297074317932,0.008503556251525879,"['object_054', 'object_019', 'object_073', 'object_001', 'object_055']",True,True,False,False
img_022.JPG,object_056,True,,0.7604984417557716,0.7495741918683052,0.01092424988746643,"['object_001', 'object_056', 'object_015', 'object_002', 'object_022']",False,True,False,False
img_023.JPG,object_055,True,object_055,0.8007265403866768,0.758288711309433,0.042437829077243805,"['object_055', 'object_002', 'object_001', 'object_051', 'object_025']",True,True,False,True
img_024.JPG,object_025,True,object_025,0.843901127576828,0.823997437953949,0.01990368962287903,"['object_025', 'object_012', 'object_002', 'object_055', 'object_005']",True,True,False,True
img_025.JPG,object_006,True,object_006,0.7234477251768112,0.6896749138832092,0.03377281129360199,"['object_006', 'object_012', 'object_041', 'object_014', 'object_030']",True,True,False,True
img_026.JPG,object_061,True,,0.8076006397604942,0.8007003739476204,0.00690026581287384,"['object_061', 'object_001', 'object_005', 'object_015', 'object_012']",True,True,False,False
img_027.JPG,object_002,True,,0.8433831706643105,0.8412486910820007,0.002134479582309723,"['object_005', 'object_002', 'object_015', 'object_012', 'object_007']",False,True,False,False
img_028.JPG,object_053,True,object_002,0.8166859373450279,0.7860859259963036,0.030600011348724365,"['object_002', 'object_001', 'object_053', 'object_015', 'object_012']",False,True,False,False
img_029.JPG,object_074,True,object_074,0.7121151238679886,0.6622188538312912,0.04989627003669739,"['object_074', 'object_073', 'object_054', 'object_056', 'object_001']",True,True,False,True
img_030.JPG,object_073,True,object_073,0.8766350075602531,0.8386502340435982,0.03798477351665497,"['object_073', 'object_060', 'object_007', 'object_002', 'object_018']",True,True,False,True
img_031.JPG,object_033,True,object_033,0.7104160040616989,0.687210887670517,0.023205116391181946,"['object_033', 'object_021', 'object_001', 'object_007', 'object_002']",True,True,False,True
img_032.JPG,object_031,True,,0.6079259961843491,0.5990184247493744,0.00890757143497467,"['object_059', 'object_031', 'object_009', 'object_065', 'object_008']",False,True,False,False
img_033.JPG,object_015,True,object_015,0.8971093408763409,0.8326100260019302,0.06449931487441063,"['object_015', 'object_030', 'object_061', 'object_005', 'object_002']",True,True,False,True
img_034.JPG,object_001,True,object_001,0.8675186261534691,0.846372164785862,0.021146461367607117,"['object_001', 'object_002', 'object_061', 'object_005', 'object_007']",True,True,False,True
img_035.JPG,object_003,True,object_060,0.8407689779996872,0.8216347694396973,0.01913420855998993,"['object_060', 'object_007', 'object_055', 'object_005', 'object_025']",False,False,False,False
img_036.JPG,object_058,True,,0.8356663808226585,0.8269501030445099,0.008716277778148651,"['object_005', 'object_060', 'object_002', 'object_058', 'object_038']",False,False,False,False
img_037.JPG,object_004,True,object_060,0.8850696459412575,0.8449975848197937,0.040072061121463776,"['object_060', 'object_002', 'object_042', 'object_018', 'object_026']",False,False,False,False
img_038.JPG,object_019,True,object_019,0.80760657787323,0.6791896969079971,0.12841688096523285,"['object_019', 'object_031', 'object_017', 'object_009', 'object_055']",True,True,False,True
img_039.JPG,object_005,True,object_005,0.8935199715197086,0.7760893851518631,0.11743058636784554,"['object_005', 'object_061', 'object_030', 'object_002', 'object_025']",True,True,False,True
img_040.JPG,object_016,True,object_016,0.8263092935085297,0.7961388975381851,0.030170395970344543,"['object_016', 'object_015', 'object_021', 'object_019', 'object_055']",True,True,False,True
img_041.JPG,object_023,True,,0.815258264541626,0.8022076562047005,0.013050608336925507,"['object_055', 'object_023', 'object_015', 'object_002', 'object_017']",False,True,False,False
img_042.JPG,object_045,True,,0.7890582978725433,0.7809648811817169,0.008093416690826416,"['object_054', 'object_019', 'object_014', 'object_016', 'object_012']",False,False,False,False
img_043.JPG,object_026,True,object_026,0.8019503206014633,0.7068222165107727,0.09512810409069061,"['object_026', 'object_001', 'object_017', 'object_019', 'object_062']",True,True,False,True
img_044.JPG,object_012,True,,0.8069591671228409,0.8032304421067238,0.003728725016117096,"['object_030', 'object_012', 'object_025', 'object_005', 'object_006']",False,True,False,False
img_045.JPG,object_021,True,object_021,0.8053093552589417,0.7744908034801483,0.030818551778793335,"['object_021', 'object_025', 'object_001', 'object_014', 'object_006']",True,True,False,True
img_046.JPG,object_042,True,object_042,0.9121177308261395,0.894201785326004,0.017915945500135422,"['object_042', 'object_060', 'object_002', 'object_018', 'object_073']",True,True,False,True
img_047.JPG,object_013,True,,0.7977427020668983,0.7884776294231415,0.009265072643756866,"['object_014', 'object_012', 'object_009', 'object_019', 'object_021']",False,False,False,False
img_048.JPG,object_024,True,object_024,0.8360787034034729,0.7691848129034042,0.06689389050006866,"['object_024', 'object_030', 'object_060', 'object_001', 'object_012']",True,True,False,True
img_049.JPG,object_052,True,object_048,0.7866645753383636,0.7704363763332367,0.016228199005126953,"['object_048', 'object_043', 'object_012', 'object_052', 'object_055']",False,False,False,False
img_050.JPG,object_047,True,,0.7510908991098404,0.7441660165786743,0.006924882531166077,"['object_019', 'object_009', 'object_031', 'object_054', 'object_021']",False,False,False,False
img_051.JPG,object_070,True,,0.5097131878137589,0.49988238513469696,0.00983080267906189,"['object_069', 'object_067', 'object_064', 'object_065', 'object_063']",False,False,False,False
img_052.JPG,,False,,0.5211762487888336,0.5204294323921204,0.0007468163967132568,"['object_039', 'object_073', 'object_027', 'object_074', 'object_062']",False,False,True,True
img_053.JPG,,False,,0.6834164559841156,0.6818634867668152,0.001552969217300415,"['object_001', 'object_017', 'object_002', 'object_062', 'object_073']",False,False,True,True
img_054.JPG,,False,object_003,0.7454259097576141,0.5800489187240601,0.16537699103355408,"['object_003', 'object_002', 'object_073', 'object_060', 'object_012']",False,False,False,False
img_055.JPG,,False,object_003,0.6861226558685303,0.6208861917257309,0.06523646414279938,"['object_003', 'object_002', 'object_060', 'object_012', 'object_001']",False,False,False,False
img_056.JPG,object_029,True,object_029,0.6245357990264893,0.6042258441448212,0.02030995488166809,"['object_029', 'object_068', 'object_066', 'object_064', 'object_008']",True,True,False,True
img_057.JPG,object_032,True,,0.7802889347076416,0.7745240181684494,0.0057649165391922,"['object_007', 'object_032', 'object_060', 'object_005', 'object_018']",False,True,False,False
img_058.JPG,object_010,True,object_010,0.6028566509485245,0.5361454337835312,0.06671121716499329,"['object_010', 'object_027', 'object_034', 'object_033', 'object_075']",True,True,False,True
img_059.JPG,,False,,0.7223945409059525,0.7218126356601715,0.0005819052457809448,"['object_005', 'object_030', 'object_015', 'object_012', 'object_001']",False,False,True,True
img_060.JPG,object_065,True,object_065,0.6406306028366089,0.5713423192501068,0.06928828358650208,"['object_065', 'object_059', 'object_072', 'object_031', 'object_009']",True,True,False,True
img_061.JPG,,False,,0.8558872789144516,0.8455274850130081,0.010359793901443481,"['object_060', 'object_042', 'object_002', 'object_018', 'object_007']",False,False,True,True
img_062.JPG,,False,,0.6779660433530807,0.6647303998470306,0.01323564350605011,"['object_005', 'object_055', 'object_058', 'object_026', 'object_061']",False,False,True,True
img_063.JPG,,False,,0.8213489204645157,0.8066518157720566,0.014697104692459106,"['object_060', 'object_002', 'object_005', 'object_007', 'object_073']",False,False,True,True
img_064.JPG,,False,,0.7946605235338211,0.7946334034204483,2.7120113372802734e-05,"['object_060', 'object_007', 'object_002', 'object_005', 'object_012']",False,False,True,True
img_065.JPG,,False,object_038,0.7150258272886276,0.6876357346773148,0.027390092611312866,"['object_038', 'object_060', 'object_002', 'object_007', 'object_042']",False,False,False,False
img_066.JPG,,False,object_005,0.8301704525947571,0.7872718274593353,0.04289862513542175,"['object_005', 'object_030', 'object_007', 'object_038', 'object_002']",False,False,False,False
img_067.JPG,,False,,0.8074772506952286,0.807253323495388,0.00022392719984054565,"['object_002', 'object_005', 'object_015', 'object_073', 'object_056']",False,False,True,True
img_068.JPG,,False,,0.5308966040611267,0.4449671506881714,0.08592945337295532,"['object_059', 'object_031', 'object_008', 'object_032', 'object_065']",False,False,True,True
img_069.JPG,,False,,0.622622013092041,0.6166878044605255,0.005934208631515503,"['object_030', 'object_026', 'object_015', 'object_012', 'object_005']",False,False,True,True
img_070.JPG,object_011,True,object_011,0.6943894326686859,0.64499831199646,0.04939112067222595,"['object_011', 'object_038', 'object_023', 'object_049', 'object_055']",True,True,False,True
img_071.JPG,object_075,True,object_075,0.8048058450222015,0.5728557258844376,0.23195011913776398,"['object_075', 'object_073', 'object_056', 'object_034', 'object_060']",True,True,False,True
img_073.png,object_010,True,object_010,0.76251270622015,0.7379861772060394,0.024526529014110565,"['object_010', 'object_035', 'object_033', 'object_015', 'object_034']",True,True,False,True
img_074.png,object_009,True,,0.7893777713179588,0.7763308435678482,0.013046927750110626,"['object_009', 'object_019', 'object_021', 'object_014', 'object_051']",True,True,False,False
img_075.png,object_027,True,,0.7569929659366608,0.7539694681763649,0.003023497760295868,"['object_034', 'object_027', 'object_060', 'object_002', 'object_033']",False,True,False,False
img_076.png,object_030,True,object_030,0.873474970459938,0.8148238956928253,0.05865107476711273,"['object_030', 'object_005', 'object_015', 'object_040', 'object_061']",True,True,False,True
img_077.png,object_008,True,object_036,0.8150206506252289,0.7922107875347137,0.022809863090515137,"['object_036', 'object_049', 'object_009', 'object_052', 'object_055']",False,False,False,False
img_078.png,object_037,True,object_012,0.7360069155693054,0.7105428278446198,0.02546408772468567,"['object_012', 'object_014', 'object_055', 'object_001', 'object_025']",False,False,False,False
img_079.png,object_028,True,object_055,0.7869947403669357,0.7521083205938339,0.03488641977310181,"['object_055', 'object_028', 'object_002', 'object_007', 'object_005']",False,True,False,False
img_080.png,object_040,True,,0.8214561119675636,0.8195207118988037,0.0019354000687599182,"['object_005', 'object_015', 'object_002', 'object_040', 'object_030']",False,False,False,False
img_081.png,object_039,True,object_039,0.7974997088313103,0.7152278870344162,0.08227182179689407,"['object_039', 'object_002', 'object_042', 'object_053', 'object_001']",True,True,False,True
img_082.png,object_035,True,,0.8270218968391418,0.8265252932906151,0.0004966035485267639,"['object_015', 'object_005', 'object_035', 'object_061', 'object_030']",False,True,False,False
img_083.png,object_038,True,object_038,0.8275213241577148,0.7099397629499435,0.1175815612077713,"['object_038', 'object_058', 'object_005', 'object_060', 'object_030']",True,True,False,True
img_084.JPG,object_057,True,object_059,0.6347003430128098,0.6077032089233398,0.02699713408946991,"['object_059', 'object_068', 'object_065', 'object_063', 'object_031']",False,False,False,False
img_085.JPG,object_041,True,object_041,0.8944988027215004,0.7484269589185715,0.14607184380292892,"['object_041', 'object_006', 'object_025', 'object_042', 'object_043']",True,True,False,True
img_086.JPG,object_059,True,object_059,0.8337245061993599,0.7425542026758194,0.0911703035235405,"['object_059', 'object_031', 'object_050', 'object_036', 'object_009']",True,True,False,True
img_087.JPG,object_064,True,object_064,0.7622345313429832,0.644854947924614,0.1173795834183693,"['object_064', 'object_069', 'object_065', 'object_063']",True,True,False,True
img_088.JPG,,False,object_068,0.7093746066093445,0.6473321467638016,0.06204245984554291,"['object_068', 'object_069', 'object_067', 'object_065', 'object_071']",False,False,False,False
